tile_id,building_id,category,gt_height_m,base_shadow_m,base_height_m,base_error_m,m4_shadow_m,m4_height_m,m4_error_m,m4_status,m4_confidence,m4_term_reason,failure_mode
4_10,65,Small,0.00,30.00,26.82,26.82,5.20,4.65,4.65,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
4_10,66,Small,0.00,30.00,26.82,26.82,3.30,2.95,2.95,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,67,Small,0.00,27.75,24.81,24.81,12.10,10.82,10.82,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_10,68,Small,0.00,30.00,26.82,26.82,2.90,2.59,2.59,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,69,Small,1.91,30.00,26.82,24.92,8.70,7.78,5.87,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_10,70,Small,0.00,19.15,17.12,17.12,12.85,11.49,11.49,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_10,71,Small,0.00,30.00,26.82,26.82,9.85,8.81,8.81,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_10,72,Small,0.00,16.20,14.48,14.48,8.15,7.29,7.29,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_LONG_SHADOW
4_10,73,Small,0.00,30.00,26.82,26.82,19.00,16.99,16.99,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_10,74,Small,0.00,30.00,26.82,26.82,6.70,5.99,5.99,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_10,75,Small,0.00,26.75,23.92,23.92,9.65,8.63,8.63,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_10,76,Small,0.00,30.00,26.82,26.82,8.20,7.33,7.33,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_10,77,Small,0.00,14.00,12.52,12.52,1.00,0.89,0.89,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,78,Small,0.00,30.00,26.82,26.82,6.70,5.99,5.99,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_11,1,Large,14.88,30.00,26.82,11.94,10.05,8.99,5.90,VALID,1.00,SHADOW_SUPPORT_LOST,FALSE_SHORT_SHADOW
4_11,2,Medium,11.67,8.05,7.20,4.47,2.40,2.15,9.52,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
4_11,3,Large,14.93,16.70,14.93,0.00,5.90,5.28,9.65,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
4_11,4,Medium,7.44,1.25,1.12,6.32,0.70,0.63,6.81,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_11,5,Large,18.63,15.70,14.04,4.60,13.00,11.62,7.01,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_11,6,Medium,9.79,30.00,26.82,17.03,11.85,10.60,0.80,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,7,Large,15.48,21.75,19.45,3.97,6.20,5.54,9.93,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_11,8,Large,14.74,15.80,14.13,0.61,2.10,1.88,12.86,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_11,9,Medium,9.33,19.25,17.21,7.88,5.25,4.69,4.64,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,10,Medium,4.82,13.75,12.29,7.48,9.20,8.23,3.41,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,11,Small,3.03,30.00,26.82,23.79,0.85,0.76,2.27,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,12,Medium,4.26,30.00,26.82,22.57,14.85,13.28,9.02,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_11,13,Medium,7.78,11.70,10.46,2.68,8.10,7.24,0.54,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,14,Small,2.29,30.00,26.82,24.53,6.25,5.59,3.30,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,15,Medium,5.75,14.05,12.56,6.82,5.45,4.87,0.87,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,16,Medium,8.54,27.00,24.14,15.60,11.50,10.28,1.74,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,17,Medium,4.54,30.00,26.82,22.28,7.10,6.35,1.81,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,18,Medium,7.28,30.00,26.82,19.54,4.40,3.93,3.35,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
4_11,19,Medium,4.66,30.00,26.82,22.16,9.95,8.90,4.23,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,20,Large,13.62,4.20,3.76,9.87,2.05,1.83,11.79,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_11,21,Medium,6.28,30.00,26.82,20.55,14.90,13.32,7.05,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_11,22,Large,18.82,30.00,26.82,8.01,18.30,16.36,2.46,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
4_11,23,Large,15.17,30.00,26.82,11.65,20.45,18.28,3.11,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
4_11,24,Medium,11.98,30.00,26.82,14.84,30.00,26.82,14.84,LOW CONFIDENCE,0.30,REACHED_PHYSICAL_MAX_LIMIT,DARK_REGION_PENETRATION
4_11,25,Medium,7.49,30.00,26.82,19.33,10.30,9.21,1.72,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,26,Large,18.02,30.00,26.82,8.80,15.60,13.95,4.07,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
4_11,27,Large,15.09,30.00,26.82,11.73,18.90,16.90,1.81,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,28,Medium,11.05,30.00,26.82,15.77,7.95,7.11,3.94,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,29,Medium,5.05,19.25,17.21,12.16,6.80,6.08,1.03,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
4_11,30,Large,14.63,18.15,16.23,1.60,7.35,6.57,8.06,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_11,31,Large,19.58,30.00,26.82,7.24,11.05,9.88,9.70,VALID,1.00,SHADOW_SUPPORT_LOST,FALSE_SHORT_SHADOW
4_11,32,Large,15.77,30.00,26.82,11.05,12.55,11.22,4.55,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,33,Large,14.52,30.00,26.82,12.31,6.85,6.12,8.39,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_11,34,Medium,7.08,30.00,26.82,19.75,6.95,6.21,0.86,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
4_11,35,Medium,4.53,22.15,19.80,15.27,6.00,5.36,0.83,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,36,Large,12.08,30.00,26.82,14.74,16.30,14.57,2.49,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,37,Large,15.68,30.00,26.82,11.14,14.30,12.79,2.90,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,38,Medium,7.11,14.65,13.10,5.99,7.20,6.44,0.67,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,39,Medium,8.98,30.00,26.82,17.84,10.75,9.61,0.63,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,40,Large,14.72,30.00,26.82,12.10,17.95,16.05,1.33,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,41,Large,13.95,30.00,26.82,12.88,14.20,12.70,1.25,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,42,Large,13.43,28.40,25.39,11.96,14.35,12.83,0.60,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,43,Small,2.01,8.55,7.64,5.64,7.90,7.06,5.06,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_11,44,Small,2.96,8.60,7.69,4.73,4.60,4.11,1.15,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,45,Large,15.83,29.55,26.42,10.59,13.75,12.29,3.53,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,46,Small,2.43,4.05,3.62,1.19,1.50,1.34,1.09,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
4_11,47,Large,12.99,30.00,26.82,13.83,11.35,10.15,2.84,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,48,Large,18.27,30.00,26.82,8.55,23.05,20.61,2.33,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,49,Medium,4.02,30.00,26.82,22.80,8.75,7.82,3.80,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,50,Medium,5.13,30.00,26.82,21.69,6.10,5.45,0.32,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,51,Small,2.11,16.85,15.07,12.96,10.80,9.66,7.55,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_LONG_SHADOW
4_11,52,Small,1.08,4.70,4.20,3.12,4.50,4.02,2.94,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,53,Small,0.83,13.45,12.03,11.20,8.30,7.42,6.59,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_11,54,Large,12.69,30.00,26.82,14.14,10.20,9.12,3.57,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,55,Medium,11.02,30.00,26.82,15.81,16.60,14.84,3.83,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,56,Medium,10.32,30.00,26.82,16.51,15.70,14.04,3.72,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,57,Small,1.48,19.55,17.48,16.00,3.70,3.31,1.83,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,58,Large,13.84,30.00,26.82,12.98,10.40,9.30,4.55,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,59,Large,16.73,8.95,8.00,8.73,3.50,3.13,13.60,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_11,60,Medium,5.31,30.00,26.82,21.51,9.65,8.63,3.32,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,61,Small,1.37,21.00,18.78,17.40,5.60,5.01,3.63,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,62,Medium,11.92,30.00,26.82,14.90,22.60,20.21,8.28,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_11,63,Medium,10.54,30.00,26.82,16.28,21.65,19.36,8.82,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_11,64,Small,1.54,10.50,9.39,7.85,7.40,6.62,5.08,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_11,65,Large,17.27,22.45,20.07,2.81,19.35,17.30,0.03,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,66,Small,0.32,27.70,24.77,24.45,7.80,6.97,6.66,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_11,67,Medium,8.81,30.00,26.82,18.02,10.95,9.79,0.98,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,68,Medium,10.75,30.00,26.82,16.07,24.40,21.82,11.07,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_LONG_SHADOW
4_11,69,Large,18.33,30.00,26.82,8.49,10.70,9.57,8.76,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
4_11,70,Small,0.03,30.00,26.82,26.79,5.30,4.74,4.70,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,71,Large,17.25,30.00,26.82,9.57,30.00,26.82,9.57,LOW CONFIDENCE,0.30,REACHED_PHYSICAL_MAX_LIMIT,DARK_REGION_PENETRATION
4_11,72,Medium,10.95,30.00,26.82,15.87,12.05,10.77,0.18,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,73,Small,3.18,30.00,26.82,23.64,7.25,6.48,3.30,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
4_11,74,Small,0.76,30.00,26.82,26.06,5.20,4.65,3.89,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_11,75,Medium,4.28,30.00,26.82,22.54,17.30,15.47,11.18,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_11,76,Medium,10.75,23.95,21.41,10.67,5.10,4.56,6.19,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
4_13,1,Large,15.39,30.00,26.82,11.43,7.25,6.48,8.91,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_13,2,Medium,10.63,30.00,26.82,16.20,7.30,6.53,4.10,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,3,Large,16.72,30.00,26.82,10.11,7.10,6.35,10.37,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_13,4,Large,16.30,30.00,26.82,10.52,12.05,10.77,5.52,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_13,5,Small,2.87,11.80,10.55,7.68,10.45,9.34,6.47,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_13,6,Medium,6.99,30.00,26.82,19.84,10.25,9.16,2.18,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,7,Large,15.53,30.00,26.82,11.30,14.85,13.28,2.25,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,8,Large,28.65,30.00,26.82,1.83,8.50,7.60,21.05,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_13,9,Large,12.28,30.00,26.82,14.54,12.25,10.95,1.33,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,10,Large,16.81,30.00,26.82,10.01,12.65,11.31,5.50,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_13,11,Small,2.27,23.65,21.15,18.87,9.50,8.49,6.22,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_13,12,Large,17.80,30.00,26.82,9.02,8.40,7.51,10.29,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_13,13,Large,12.84,30.00,26.82,13.98,9.50,8.49,4.35,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,14,Medium,9.75,17.00,15.20,5.45,10.55,9.43,0.32,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,15,Medium,7.67,30.00,26.82,19.16,9.00,8.05,0.38,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,16,Small,2.21,7.45,6.66,4.45,4.90,4.38,2.17,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,17,Large,17.80,30.00,26.82,9.03,13.40,11.98,5.82,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_13,18,Large,15.47,24.95,22.31,6.84,5.85,5.23,10.24,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
4_13,19,Large,15.35,30.00,26.82,11.47,15.60,13.95,1.40,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,20,Large,18.55,23.70,21.19,2.64,1.15,1.03,17.52,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
4_13,21,Medium,7.60,19.50,17.44,9.83,19.20,17.17,9.56,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_13,22,Medium,11.78,30.00,26.82,15.04,10.10,9.03,2.75,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,23,Large,22.40,30.00,26.82,4.43,4.25,3.80,18.60,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
4_13,24,Large,13.19,30.00,26.82,13.64,15.75,14.08,0.89,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,25,Large,14.46,30.00,26.82,12.36,11.90,10.64,3.82,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,26,Large,12.87,30.00,26.82,13.95,2.75,2.46,10.41,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_13,27,Medium,4.34,30.00,26.82,22.48,8.10,7.24,2.90,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,28,Large,13.79,30.00,26.82,13.03,20.10,17.97,4.18,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,29,Medium,6.01,30.00,26.82,20.81,4.50,4.02,1.99,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,30,Large,15.54,25.65,22.93,7.39,7.40,6.62,8.92,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_13,31,Small,1.94,30.00,26.82,24.88,7.50,6.71,4.76,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,32,Medium,4.70,30.00,26.82,22.12,7.15,6.39,1.69,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,33,Medium,9.38,29.30,26.20,16.82,3.50,3.13,6.25,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
4_13,34,Large,16.51,30.00,26.82,10.32,12.30,11.00,5.51,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_13,35,Large,19.28,30.00,26.82,7.54,19.15,17.12,2.16,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,36,Medium,7.29,30.00,26.82,19.53,22.80,20.39,13.10,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_13,37,Large,13.25,12.10,10.82,2.43,5.35,4.78,8.47,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_13,38,Small,3.60,30.00,26.82,23.22,12.90,11.53,7.93,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_13,39,Medium,9.48,30.00,26.82,17.35,4.90,4.38,5.10,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
4_13,40,Large,19.35,30.00,26.82,7.47,30.00,26.82,7.47,LOW CONFIDENCE,0.30,REACHED_PHYSICAL_MAX_LIMIT,DARK_REGION_PENETRATION
4_13,41,Large,13.74,18.30,16.36,2.62,11.50,10.28,3.46,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
4_13,42,Small,2.44,30.00,26.82,24.38,6.80,6.08,3.64,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,43,Small,2.99,30.00,26.82,23.84,8.15,7.29,4.30,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,44,Large,19.40,30.00,26.82,7.42,14.15,12.65,6.75,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_13,45,Large,19.20,30.00,26.82,7.63,13.50,12.07,7.13,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_13,46,Medium,5.83,30.00,26.82,20.99,19.25,17.21,11.38,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_13,47,Large,19.51,30.00,26.82,7.32,10.50,9.39,10.12,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_13,48,Large,20.41,30.00,26.82,6.41,24.10,21.55,1.14,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,49,Medium,11.91,30.00,26.82,14.91,18.75,16.76,4.85,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,50,Small,2.81,27.40,24.50,21.69,10.45,9.34,6.53,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_13,51,Medium,5.02,26.20,23.43,18.41,14.35,12.83,7.81,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_13,52,Small,2.79,16.70,14.93,12.14,8.95,8.00,5.21,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_13,53,Medium,4.33,30.00,26.82,22.49,13.05,11.67,7.33,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_13,54,Medium,11.99,30.00,26.82,14.83,14.90,13.32,1.33,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,55,Small,3.53,12.80,11.44,7.91,5.60,5.01,1.47,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,56,Medium,5.14,21.95,19.63,14.49,14.35,12.83,7.69,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_13,57,Large,21.44,27.55,24.63,3.19,5.15,4.60,16.83,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_13,58,Large,19.02,11.55,10.33,8.69,8.35,7.47,11.55,VALID,0.99,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_13,59,Medium,4.51,16.45,14.71,10.20,9.40,8.40,3.89,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,60,Medium,4.17,25.15,22.49,18.32,16.50,14.75,10.58,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_13,61,Small,2.46,24.90,22.26,19.80,5.05,4.52,2.05,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,62,Small,2.01,18.75,16.76,14.75,8.60,7.69,5.68,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_LONG_SHADOW
4_13,63,Small,3.81,18.50,16.54,12.73,6.45,5.77,1.96,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,64,Small,2.58,18.60,16.63,14.05,3.00,2.68,0.10,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,65,Small,3.35,16.55,14.80,11.45,16.10,14.40,11.05,VALID,1.00,SHADOW_SUPPORT_LOST,SHADOW_MASK_FRAGMENTATION
4_13,66,Small,3.38,9.05,8.09,4.71,0.95,0.85,2.53,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,67,Medium,9.43,6.95,6.21,3.22,6.50,5.81,3.62,VALID,1.00,SHADOW_SUPPORT_LOST,NONE
4_13,68,Small,0.78,6.80,6.08,5.30,5.40,4.83,4.05,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_13,69,Medium,6.81,4.90,4.38,2.42,4.90,4.38,2.42,VALID,1.00,SHADOW_SUPPORT_LOST,NONE
4_13,70,Small,1.14,4.25,3.80,2.66,4.25,3.80,2.66,VALID,1.00,SHADOW_SUPPORT_LOST,NONE
4_13,71,Medium,6.72,1.30,1.16,5.56,0.70,0.63,6.09,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_13,72,Medium,6.66,0.85,0.76,5.90,0.30,N/A,N/A,REJECTED,0.00,LOCAL_GRADIENT_STEP,NO_VALID_SHADOW
4_14,1,Small,3.19,12.65,11.31,8.12,3.80,3.40,0.21,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_14,2,Medium,10.92,30.00,26.82,15.90,11.00,9.84,1.08,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_14,3,Large,12.10,22.30,19.94,7.84,13.30,11.89,0.21,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_14,4,Large,17.04,30.00,26.82,9.78,3.80,3.40,13.64,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_14,5,Medium,7.50,30.00,26.82,19.32,3.95,3.53,3.97,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_14,6,Large,14.54,30.00,26.82,12.28,16.10,14.40,0.15,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_14,7,Large,15.34,30.00,26.82,11.49,14.60,13.05,2.28,VALID,0.99,LOCAL_GRADIENT_STEP,NONE
4_14,8,Large,15.08,30.00,26.82,11.74,9.95,8.90,6.19,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
4_14,9,Medium,4.92,30.00,26.82,21.90,2.15,1.92,3.00,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_14,10,Medium,4.27,30.00,26.82,22.55,7.75,6.93,2.66,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_14,11,Medium,5.36,23.80,21.28,15.92,10.20,9.12,3.76,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
4_14,12,Large,14.75,30.00,26.82,12.07,18.05,16.14,1.39,VALID,0.99,LOCAL_GRADIENT_STEP,NONE
4_14,13,Small,3.54,30.00,26.82,23.29,2.45,2.19,1.35,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
4_14,14,Large,14.56,0.20,0.18,14.38,0.10,N/A,N/A,REJECTED,0.00,RELATIVE_INTENSITY_STEP,NO_VALID_SHADOW
4_14,15,Small,2.43,19.75,17.66,15.23,16.95,15.16,12.73,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_14,16,Small,0.32,30.00,26.82,26.51,10.65,9.52,9.21,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_14,17,Large,18.27,30.00,26.82,8.55,11.10,9.92,8.35,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
4_14,18,Small,2.03,30.00,26.82,24.79,2.40,2.15,0.11,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
4_14,19,Small,3.15,30.00,26.82,23.68,2.70,2.41,0.73,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_14,20,Medium,8.21,30.00,26.82,18.62,23.10,20.65,12.45,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_14,21,Small,2.96,6.40,5.72,2.76,6.10,5.45,2.49,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_14,22,Large,20.72,9.30,8.32,12.41,5.70,5.10,15.62,VALID,0.99,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_14,23,Large,13.70,30.00,26.82,13.12,29.25,26.15,12.45,VALID,0.99,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_14,24,Large,14.95,29.90,26.73,11.78,18.65,16.68,1.72,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
4_14,25,Large,15.16,30.00,26.82,11.66,22.55,20.16,5.00,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
4_14,26,Medium,5.82,22.20,19.85,14.03,4.85,4.34,1.48,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
4_14,27,Medium,11.95,25.10,22.44,10.49,16.40,14.66,2.71,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_14,28,Medium,9.75,30.00,26.82,17.07,8.50,7.60,2.15,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_14,29,Large,14.63,13.80,12.34,2.29,10.60,9.48,5.16,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_14,30,Medium,6.39,30.00,26.82,20.43,15.15,13.55,7.15,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_14,31,Medium,4.09,29.25,26.15,22.06,4.75,4.25,0.15,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
